timestamp,sensor_id,sensor_x,sensor_y,sensor_z,index_finger,thumb,sensor_status
2025-08-28 22:01:08.505,,0.0,0.0,0.0,500,500,未选择传感器
2025-08-28 22:01:10.596,,0.0,0.0,0.0,500,500,未选择传感器
2025-08-28 22:01:12.031,,0.0,0.0,0.0,500,500,未选择传感器
2025-08-28 22:03:55.327,,0.0,0.0,0.0,500,500,NO_SENSOR
2025-08-28 22:05:09.086,1,-0.674,0.0,-0.556,500,500,VALID_DATA
2025-08-28 22:05:11.191,1,0.0,0.0,-0.157,500,500,VALID_DATA
2025-08-28 22:05:37.036,1,-1.782,0.181,-0.054,500,500,VALID_DATA
