 ,sensor_id,sensor_x,sensor_y,sensor_z,index_finger,thumb,sensor_status,
23:40.5,1,169.012,306.413,491.169,681,671,VALID_DATA,香蕉37
23:43.7,1,190.5,223.594,125.265,671,661,VALID_DATA,香蕉37
23:52.7,1,327.319,419.1,737.132,651,641,VALID_DATA,香蕉38
23:55.0,1,314.419,441.3,607.057,641,631,VALID_DATA,香蕉38
24:04.5,1,196.031,305.906,1015.523,646,636,VALID_DATA,香蕉40
24:07.1,1,227.531,312.675,852.838,636,626,VALID_DATA,香蕉40
24:16.3,1,160.106,400.181,817.476,646,636,VALID_DATA,香蕉41
24:19.2,1,165.469,424.706,571.362,636,626,VALID_DATA,香蕉41
27:06.2,1,242.794,255.525,1035.094,646,636,VALID_DATA,香蕉39
27:09.6,1,253.631,270.75,956.475,636,626,VALID_DATA,香蕉39
27:19.9,1,163.688,162,1004.935,671,661,VALID_DATA,基准值
27:32.3,1,244.181,269.775,973.112,636,626,VALID_DATA,香蕉42
27:35.2,1,227.512,278.775,834.476,626,616,VALID_DATA,香蕉42
27:52.1,1,300.525,311.906,723.731,636,626,VALID_DATA,香蕉43
27:55.5,1,286.331,295.988,624.239,626,616,VALID_DATA,香蕉43
28:09.6,1,205.594,382.462,833.388,676,666,VALID_DATA,香蕉44
28:13.1,1,214.894,417.3,639.364,666,656,VALID_DATA,香蕉44
28:23.1,1,-50.831,259.969,1034.852,641,631,VALID_DATA,香蕉45
28:26.4,1,-19.781,275.306,944.345,631,621,VALID_DATA,香蕉45
28:36.9,1,286.875,254.269,986.392,671,661,VALID_DATA,香蕉46
28:40.4,1,320.306,254.175,918.057,661,651,VALID_DATA,香蕉46
28:58.6,1,245.944,337.913,910.313,681,671,VALID_DATA,香蕉47
29:02.0,1,228.075,430.838,666.74,671,661,VALID_DATA,香蕉47
29:15.6,1,172.762,174.825,1087.487,656,646,VALID_DATA,香蕉48
29:19.0,1,207.637,146.531,1106.636,646,636,VALID_DATA,香蕉48
29:31.3,1,221.662,299.719,681.26,681,671,VALID_DATA,香蕉49
29:34.8,1,312.694,293.025,542.473,671,661,VALID_DATA,香蕉49
29:46.4,1,146.944,445.331,760.697,641,631,VALID_DATA,香蕉50
29:50.4,1,151.275,479.325,622.424,631,621,VALID_DATA,香蕉50
30:41.7,1,228.825,434.363,785.502,641,631,VALID_DATA,香蕉51
30:44.9,1,267.9,477.038,487.539,631,621,VALID_DATA,香蕉51
31:04.6,1,110.756,245.887,1092.539,686,676,VALID_DATA,香蕉52
31:08.0,1,55.237,291.956,1010.743,676,666,VALID_DATA,香蕉52
31:18.6,1,149.325,320.7,922.353,671,661,VALID_DATA,香蕉53
31:22.5,1,143.456,322.669,752.197,661,651,VALID_DATA,香蕉53
31:35.6,1,158.419,333.544,1010.199,646,636,VALID_DATA,香蕉54
31:39.7,1,178.5,371.869,830.907,636,626,VALID_DATA,香蕉54
32:08.8,1,15.525,192.037,1087.881,676,666,VALID_DATA,香蕉55
32:12.4,1,-42.206,201.6,942.499,666,656,VALID_DATA,香蕉55
32:29.2,1,160.8,473.456,389.65,651,641,VALID_DATA,香蕉56
32:32.5,1,170.175,466.556,303.529,641,631,VALID_DATA,香蕉56
32:41.3,1,220.312,347.663,785.865,656,646,VALID_DATA,香蕉57
32:44.5,1,258.131,327.731,580.981,646,636,VALID_DATA,香蕉57
32:54.9,1,282.15,470.438,544.077,656,646,VALID_DATA,香蕉58
32:58.2,1,290.025,468.131,361.245,646,636,VALID_DATA,香蕉58
33:08.7,1,18.113,376.556,897.064,701,691,VALID_DATA,香蕉59
33:11.7,1,-25.613,446.175,653.491,691,681,VALID_DATA,香蕉59
33:28.8,1,152.287,404.044,137.789,691,681,VALID_DATA,香蕉60
33:31.9,1,139.631,320.062,56.87,681,671,VALID_DATA,香蕉60
34:18.1,1,117.356,227.887,885.024,726,716,VALID_DATA,基准值
34:53.7,1,120.525,395.775,635.129,656,646,VALID_DATA,香蕉61
34:58.2,1,156.45,397.05,464.882,646,636,VALID_DATA,香蕉61
35:11.0,1,167.438,233.194,1052.851,686,676,VALID_DATA,香蕉62
35:14.1,1,237.019,162.881,984.002,676,666,VALID_DATA,香蕉62
35:24.0,1,221.456,197.287,1046.771,656,646,VALID_DATA,香蕉63
35:27.5,1,273.525,171.656,907.833,646,636,VALID_DATA,香蕉63
35:35.4,1,85.65,316.163,1001.426,656,646,VALID_DATA,香蕉64
35:39.1,1,67.463,367.294,773.16,646,636,VALID_DATA,香蕉64
36:02.7,1,86.719,337.65,848.482,646,636,VALID_DATA,香蕉65
36:05.5,1,101.85,341.044,720.01,636,626,VALID_DATA,香蕉65
36:13.4,1,168.225,389.213,703.887,646,636,VALID_DATA,香蕉66
36:16.4,1,202.125,381.262,510.862,636,626,VALID_DATA,香蕉66
36:24.0,1,297.3,320.663,720.857,636,626,VALID_DATA,香蕉67
36:27.8,1,315.656,314.906,575.325,626,616,VALID_DATA,香蕉67
36:36.4,1,294.15,306.206,858.979,631,621,VALID_DATA,香蕉68
36:39.7,1,337.913,282.188,738.16,621,611,VALID_DATA,香蕉68
36:55.5,1,160.781,407.288,142.326,681,671,VALID_DATA,香蕉69
36:59.2,1,146.213,397.575,80.647,671,661,VALID_DATA,香蕉69
38:50.3,1,162.581,480.75,530.01,661,651,VALID_DATA,香蕉70
38:54.2,1,194.213,477.975,325.157,651,641,VALID_DATA,香蕉70
39:01.5,1,198.938,421.538,623.937,651,641,VALID_DATA,香蕉71
39:04.6,1,221.475,421.012,459.225,641,631,VALID_DATA,香蕉71
39:13.7,1,125.531,408.75,580.467,656,646,VALID_DATA,香蕉72
39:16.5,1,158.738,382.781,442.8,646,636,VALID_DATA,香蕉72
39:21.8,1,85.688,483.488,589.24,656,646,VALID_DATA,香蕉73
39:24.2,1,122.381,468.413,390.618,646,636,VALID_DATA,香蕉73
40:12.3,1,69.169,457.294,270.828,701,691,VALID_DATA,香蕉74
40:15.6,1,56.888,342,80.888,691,681,VALID_DATA,香蕉74
40:26.5,1,133.669,380.812,792.792,656,646,VALID_DATA,香蕉75
40:29.7,1,198.394,370.575,617.977,646,636,VALID_DATA,香蕉75
40:43.0,1,71.513,439.875,593.354,661,651,VALID_DATA,香蕉76
40:46.2,1,104.438,421.669,463.974,651,641,VALID_DATA,香蕉76
40:59.3,1,93.75,456.319,644.204,686,676,VALID_DATA,香蕉77
41:02.7,1,130.969,457.425,392.645,676,666,VALID_DATA,香蕉77
41:24.7,1,72.094,479.156,395.942,676,666,VALID_DATA,香蕉78
41:40.3,1,89.362,480.694,341.946,666,656,VALID_DATA,香蕉78
41:50.5,1,78.112,375.731,850.086,661,651,VALID_DATA,香蕉79
41:53.3,1,124.256,381.281,614.71,651,641,VALID_DATA,香蕉79
42:03.8,1,88.8,429.825,630.561,651,641,VALID_DATA,香蕉80
42:06.9,1,120.019,405.544,496.039,641,631,VALID_DATA,香蕉80
42:18.7,1,-27.038,196.65,1073.936,681,671,VALID_DATA,香蕉81
42:22.6,1,38.362,183.844,1048.283,671,661,VALID_DATA,香蕉81
42:33.1,1,156.356,434.4,744.362,666,656,VALID_DATA,香蕉82
42:36.9,1,169.331,449.925,581.828,656,646,VALID_DATA,香蕉82
42:53.6,1,235.819,319.819,835.293,656,646,VALID_DATA,香蕉84
42:57.6,1,262.238,303.731,722.067,646,636,VALID_DATA,香蕉84
43:47.6,1,165.469,364.181,849.541,661,651,VALID_DATA,香蕉85
43:51.1,1,236.381,356.269,550.701,651,641,VALID_DATA,香蕉85
44:02.7,1,284.231,373.087,636.672,646,636,VALID_DATA,香蕉86
44:06.4,1,264.319,374.269,583.008,636,626,VALID_DATA,香蕉86
44:14.5,1,145.275,255,952.936,651,641,VALID_DATA,香蕉87
44:17.2,1,192.581,258.675,721.281,641,631,VALID_DATA,香蕉87
44:27.2,1,159.675,499.406,608.63,661,651,VALID_DATA,香蕉88
44:30.5,1,181.106,518.794,510.59,651,641,VALID_DATA,香蕉88
44:41.1,1,0.806,125.419,1145.477,661,651,VALID_DATA,香蕉89
44:44.5,1,-2.681,107.156,1071.546,651,641,VALID_DATA,香蕉89
45:53.5,1,167.231,146.363,1012.195,696,686,VALID_DATA,基准值
46:06.2,1,240.75,374.55,987.784,656,646,VALID_DATA,香蕉83
46:12.4,1,238.65,427.331,879.186,646,636,VALID_DATA,香蕉83
46:22.5,1,232.725,379.8,473.927,661,651,VALID_DATA,香蕉90
46:25.7,1,245.231,365.269,312.755,651,641,VALID_DATA,香蕉90
46:35.8,1,325.087,205.106,744.694,661,651,VALID_DATA,香蕉91
46:38.7,1,310.069,176.944,546.496,651,641,VALID_DATA,香蕉91
46:52.1,1,279.994,346.762,817.809,646,636,VALID_DATA,香蕉92
46:55.8,1,276.6,376.688,671.762,636,626,VALID_DATA,香蕉92
47:08.1,1,110.438,433.2,605.817,631,621,VALID_DATA,香蕉93
47:11.5,1,156.019,392.85,405.743,621,611,VALID_DATA,香蕉93
47:19.9,1,239.869,404.194,82.189,621,611,VALID_DATA,香蕉94
47:23.3,1,227.569,370.706,38.962,611,601,VALID_DATA,香蕉94
47:33.4,1,237.581,384.169,584.037,631,621,VALID_DATA,香蕉95
47:36.4,1,231.037,346.744,454.658,621,611,VALID_DATA,香蕉95
48:01.7,1,115.931,296.156,959.651,636,626,VALID_DATA,香蕉96
48:04.7,1,160.012,278.644,707.668,626,616,VALID_DATA,香蕉96
48:15.7,1,130.256,394.988,492.772,671,661,VALID_DATA,香蕉97
48:18.4,1,184.631,276.975,145.744,661,651,VALID_DATA,香蕉97
48:29.0,1,208.181,508.087,325.218,631,621,VALID_DATA,香蕉98
48:32.0,1,218.137,473.794,132.374,621,611,VALID_DATA,香蕉98
48:47.0,1,26.025,366.731,611.837,646,636,VALID_DATA,香蕉99
48:50.5,1,38.025,359.775,562.075,636,626,VALID_DATA,香蕉99
49:07.4,1,0.225,380.438,606.18,636,626,VALID_DATA,香蕉100
49:10.3,1,24.694,360.019,549.461,626,616,VALID_DATA,香蕉100
49:20.5,1,132.656,469.387,68.728,671,661,VALID_DATA,香蕉101
49:23.6,1,132.206,440.812,14.429,661,651,VALID_DATA,香蕉101
49:34.6,1,167.794,435.337,199.529,641,631,VALID_DATA,香蕉102
49:38.3,1,159.6,395.119,135.792,631,621,VALID_DATA,香蕉102
38:46.6,1,95.55,265.631,575.295,756,720,VALID_DATA,基准值
39:40.8,1,-253.725,233.194,487.872,736,700,VALID_DATA,猕猴桃1
39:45.6,1,-298.481,166.856,400.873,726,690,VALID_DATA,猕猴桃1
39:56.8,1,-204.6,224.25,489.203,736,700,VALID_DATA,猕猴桃2
40:02.0,1,-249.169,198.863,446.127,726,690,VALID_DATA,猕猴桃2
40:14.3,1,-278.175,192.731,601.067,736,700,VALID_DATA,猕猴桃3
40:19.3,1,-277.462,148.031,528.437,726,690,VALID_DATA,猕猴桃3
40:34.6,1,-392.006,129.825,358.251,741,705,VALID_DATA,猕猴桃4
40:40.2,1,-363.281,107.906,307.279,731,695,VALID_DATA,猕猴桃4
40:51.0,1,-362.606,168.525,315.054,736,700,VALID_DATA,猕猴桃8
40:55.2,1,-346.05,152.625,231.201,726,690,VALID_DATA,猕猴桃8
41:14.4,1,-294.675,209.55,161.868,746,710,VALID_DATA,猕猴桃5
41:20.5,1,-228.956,172.8,89.449,736,700,VALID_DATA,猕猴桃5
41:34.0,1,-211.106,182.381,68.183,741,705,VALID_DATA,猕猴桃6
41:39.8,1,-168.188,143.738,42.471,731,695,VALID_DATA,猕猴桃6
41:57.0,1,-371.85,112.819,175.511,741,705,VALID_DATA,猕猴桃7
42:03.3,1,-312.863,89.269,96.135,731,695,VALID_DATA,猕猴桃7
44:10.6,1,-239.494,99.375,545.952,726,690,VALID_DATA,猕猴桃9
44:14.7,1,-222.131,67.388,496.524,716,680,VALID_DATA,猕猴桃9
44:28.0,1,-380.887,74.456,450.876,736,700,VALID_DATA,猕猴桃10
44:32.0,1,-365.663,58.519,410.735,726,690,VALID_DATA,猕猴桃10
44:41.6,1,-243.15,37.612,430.911,736,700,VALID_DATA,猕猴桃11
44:45.7,1,-276.169,34.275,397.334,726,690,VALID_DATA,猕猴桃11
44:56.0,1,-392.887,85.219,306.039,746,710,VALID_DATA,猕猴桃12
45:00.5,1,-371.663,71.4,204.55,736,700,VALID_DATA,猕猴桃12
45:09.6,1,-396,70.612,222.489,741,705,VALID_DATA,猕猴桃12
45:13.7,1,-354.431,54.525,146.501,731,695,VALID_DATA,猕猴桃12
45:24.5,1,-393.038,63.881,274.851,736,700,VALID_DATA,猕猴桃13
45:28.8,1,-377.719,49.706,224.455,726,690,VALID_DATA,猕猴桃13
45:43.0,1,-342.019,98.588,431.365,726,690,VALID_DATA,猕猴桃14
45:46.8,1,-332.081,78.394,394.732,716,680,VALID_DATA,猕猴桃14
45:58.3,1,-397.875,-71.606,315.598,721,685,VALID_DATA,猕猴桃15
46:02.0,1,-379.744,-72.281,270.556,711,675,VALID_DATA,猕猴桃15
46:24.0,1,-251.625,113.456,102.154,721,685,VALID_DATA,猕猴桃16
46:28.2,1,-233.925,115.444,86.939,711,675,VALID_DATA,猕猴桃16
46:39.1,1,-315.375,95.869,500.577,721,685,VALID_DATA,猕猴桃17
46:43.0,1,-326.081,71.981,443.011,711,675,VALID_DATA,猕猴桃17
46:53.9,1,-288.694,36.038,113.891,726,690,VALID_DATA,猕猴桃18
46:57.7,1,-263.644,21.75,92.837,716,680,VALID_DATA,猕猴桃18
47:10.9,1,-27.75,-7.875,87.846,721,685,VALID_DATA,猕猴桃19
47:15.4,1,-17.925,-11.194,87.997,711,675,VALID_DATA,猕猴桃19
47:47.8,1,-384.919,27.056,189.184,726,690,VALID_DATA,猕猴桃20
47:58.6,1,-363.938,22.556,135.974,716,680,VALID_DATA,猕猴桃20
48:08.8,1,-323.381,4.125,133.917,726,690,VALID_DATA,猕猴桃21
48:13.5,1,-295.069,4.219,100.642,716,680,VALID_DATA,猕猴桃21
48:32.2,1,-398.775,-17.531,262.177,731,695,VALID_DATA,猕猴桃22
48:36.3,1,-370.294,-30.206,204.036,721,685,VALID_DATA,猕猴桃22
48:49.0,1,-294.637,-7.444,87.12,716,680,VALID_DATA,猕猴桃23
48:53.2,1,-284.681,-3.956,75.927,706,670,VALID_DATA,猕猴桃23
49:39.7,1,-282.544,74.006,147.65,726,690,VALID_DATA,猕猴桃24
49:44.3,1,-261.75,58.781,119.336,716,680,VALID_DATA,猕猴桃24
49:55.2,1,-325.481,27.15,157.784,721,685,VALID_DATA,猕猴桃25
50:00.0,1,-303.431,27.225,125.81,711,675,VALID_DATA,猕猴桃25
50:09.1,1,-135.994,-54.188,87.483,726,690,VALID_DATA,猕猴桃26
50:12.5,1,-120.244,-48.056,81.1,716,680,VALID_DATA,猕猴桃26
50:21.9,1,-300.356,-76.594,166.98,726,690,VALID_DATA,猕猴桃27
50:25.8,1,-273.769,-72.562,128.109,716,680,VALID_DATA,猕猴桃27
50:36.9,1,-334.256,38.719,188.215,716,680,VALID_DATA,猕猴桃28
50:41.2,1,-315.075,57.956,131.376,706,670,VALID_DATA,猕猴桃28
50:52.6,1,-335.325,127.894,228.176,721,685,VALID_DATA,猕猴桃29
51:00.0,1,-296.831,122.775,139.18,706,670,VALID_DATA,猕猴桃29
51:33.9,1,-240.131,40.612,97.103,731,695,VALID_DATA,猕猴桃30
51:38.1,1,-180.488,22.575,75.988,721,685,VALID_DATA,猕猴桃30
51:48.5,1,-368.831,33.844,224.485,731,695,VALID_DATA,猕猴桃31
51:52.7,1,-349.312,30.375,172.001,721,685,VALID_DATA,猕猴桃31
52:03.0,1,-420.769,-43.5,331.873,736,700,VALID_DATA,猕猴桃32
52:06.9,1,-392.606,-42.806,265.444,726,690,VALID_DATA,猕猴桃32
52:13.9,1,-122.381,-104.213,124.418,741,705,VALID_DATA,猕猴桃33
52:16.9,1,-115.463,-102.412,112.016,731,695,VALID_DATA,猕猴桃33
52:26.6,1,-64.331,-30.056,82.28,721,685,VALID_DATA,猕猴桃34
52:30.6,1,-29.644,-28.875,84.095,711,675,VALID_DATA,猕猴桃34
52:40.8,1,-153.694,51.862,93.352,716,680,VALID_DATA,猕猴桃36
52:44.4,1,-114.6,49.481,80.919,706,670,VALID_DATA,猕猴桃36
52:54.8,1,-323.962,14.006,184.555,731,695,VALID_DATA,猕猴桃35
52:58.2,1,-308.212,11.419,145.684,721,685,VALID_DATA,猕猴桃35
53:34.9,1,-384.262,98.4,277.665,736,700,VALID_DATA,猕猴桃37
53:37.7,1,-360.075,101.213,212.083,726,690,VALID_DATA,猕猴桃37
53:46.3,1,-384.525,64.706,342.672,726,690,VALID_DATA,猕猴桃38
53:50.0,1,-374.044,52.106,301.714,716,680,VALID_DATA,猕猴桃38
53:59.3,1,-376.181,66.656,388.198,721,685,VALID_DATA,猕猴桃39
54:05.6,1,-368.269,65.025,370.744,706,670,VALID_DATA,猕猴桃39
54:15.7,1,-361.669,39.769,409.857,736,700,VALID_DATA,猕猴桃40
54:20.3,1,-354.094,33.881,327.365,726,690,VALID_DATA,猕猴桃40
54:28.8,1,-323.419,57.75,187.52,731,695,VALID_DATA,猕猴桃41
54:32.3,1,-306.394,48.994,148.891,721,685,VALID_DATA,猕猴桃41
54:39.4,1,-57.975,22.95,98.494,721,685,VALID_DATA,猕猴桃42
54:42.6,1,-54.431,22.406,96.981,711,675,VALID_DATA,猕猴桃42
54:49.7,1,-18.113,13.256,139.604,721,685,VALID_DATA,猕猴桃43
54:53.2,1,-18.619,13.613,140.39,711,675,VALID_DATA,猕猴桃43
56:53.1,1,-194.831,68.7,115.615,736,700,VALID_DATA,猕猴桃44
56:56.6,1,-170.812,59.175,90.115,726,690,VALID_DATA,猕猴桃44
57:05.5,1,-372.188,74.55,245.055,736,700,VALID_DATA,猕猴桃45
57:08.7,1,-334.087,62.606,165.316,726,690,VALID_DATA,猕猴桃45
57:15.0,1,-44.212,3.094,74.657,726,690,VALID_DATA,猕猴桃46
57:18.1,1,-41.081,1.988,76.744,716,680,VALID_DATA,猕猴桃46
57:25.4,1,-44.006,10.144,82.885,726,690,VALID_DATA,猕猴桃47
57:28.8,1,-41.756,8.588,82.945,716,680,VALID_DATA,猕猴桃47
57:34.9,1,-29.363,13.556,71.42,716,680,VALID_DATA,猕猴桃48
57:38.0,1,-21.3,13.912,69.121,706,670,VALID_DATA,猕猴桃48
57:45.5,1,-308.644,-15.188,182.377,731,695,VALID_DATA,猕猴桃49
57:48.6,1,-270.938,-28.125,126.717,721,685,VALID_DATA,猕猴桃49
57:55.9,1,-24.056,5.831,65.582,731,695,VALID_DATA,猕猴桃50
57:59.0,1,-14.681,5.906,65.733,721,685,VALID_DATA,猕猴桃50
58:10.9,1,-45.319,102.037,734.137,761,725,VALID_DATA,基准值
58:24.2,1,-331.2,155.137,378.76,731,695,VALID_DATA,猕猴桃51
58:27.0,1,-325.744,100.856,331.51,721,685,VALID_DATA,猕猴桃51
58:34.9,1,-24.844,24.131,69.605,741,705,VALID_DATA,猕猴桃52
58:39.4,1,-9.319,15.319,67.942,731,695,VALID_DATA,猕猴桃52
58:50.0,1,-261.281,-11.869,131.406,726,690,VALID_DATA,猕猴桃53
58:53.5,1,-257.269,-27.694,115.101,716,680,VALID_DATA,猕猴桃53
59:01.7,1,-10.669,23.438,75.171,721,685,VALID_DATA,猕猴桃54
59:04.9,1,0.075,24.525,76.502,711,675,VALID_DATA,猕猴桃54
59:13.3,1,-17.738,19.856,80.223,716,680,VALID_DATA,猕猴桃55
59:17.5,1,-15.675,16.706,79.618,706,670,VALID_DATA,猕猴桃55
59:25.7,1,-43.388,-0.731,104.06,721,685,VALID_DATA,猕猴桃56
59:29.4,1,-37.969,-0.469,101.338,711,675,VALID_DATA,猕猴桃56
59:38.8,1,-265.294,27.75,89.933,726,690,VALID_DATA,猕猴桃57
59:42.8,1,-235.294,22.238,62.496,716,680,VALID_DATA,猕猴桃57
59:56.9,1,-185.175,24.169,53.785,721,685,VALID_DATA,猕猴桃58
00:02.1,1,-173.775,17.719,47.825,711,675,VALID_DATA,猕猴桃58
00:10.1,1,-33.975,8.831,75.02,731,695,VALID_DATA,猕猴桃59
00:13.6,1,-36.281,0.15,77.258,721,685,VALID_DATA,猕猴桃59
00:25.6,1,-138.844,17.288,69.938,726,690,VALID_DATA,猕猴桃60
00:29.2,1,-28.781,-40.969,51.818,716,680,VALID_DATA,猕猴桃60
01:02.1,1,14.419,17.006,144.898,731,695,VALID_DATA,猕猴桃61
01:05.8,1,1.069,11.7,135.641,721,685,VALID_DATA,猕猴桃61
01:12.5,1,-23.831,38.869,107.72,741,705,VALID_DATA,猕猴桃62
01:15.5,1,-16.238,30.431,101.579,731,695,VALID_DATA,猕猴桃62
01:23.5,1,-380.962,128.963,334.323,726,690,VALID_DATA,猕猴桃63
01:26.6,1,-367.238,124.144,291.731,716,680,VALID_DATA,猕猴桃63
01:34.6,1,-335.381,153.356,238.249,721,685,VALID_DATA,猕猴桃64
01:37.5,1,-316.894,153.731,209.542,711,675,VALID_DATA,猕猴桃64
01:45.3,1,-220.312,95.325,85.487,721,685,VALID_DATA,猕猴桃65
01:48.5,1,-191.963,90.6,69.938,711,675,VALID_DATA,猕猴桃65
02:14.3,1,-156.619,114.263,81.524,721,685,VALID_DATA,猕猴桃66
02:18.2,1,-126.225,92.062,65.189,711,675,VALID_DATA,猕猴桃66
02:26.9,1,-255.787,129.6,198.894,731,695,VALID_DATA,猕猴桃67
02:30.3,1,-233.213,123.112,167.797,721,685,VALID_DATA,猕猴桃67
02:39.4,1,-233.344,153.338,305.707,726,690,VALID_DATA,猕猴桃68
02:42.2,1,-229.219,145.856,287.435,716,680,VALID_DATA,猕猴桃68
02:50.5,1,-273.113,136.162,301.048,731,695,VALID_DATA,猕猴桃69
02:53.6,1,-270.956,131.812,282.384,721,685,VALID_DATA,猕猴桃69
03:01.1,1,-304.35,120.881,269.406,731,695,VALID_DATA,猕猴桃70
03:04.6,1,-297.975,115.275,241.849,721,685,VALID_DATA,猕猴桃70
03:12.9,1,-233.775,144.919,442.195,726,690,VALID_DATA,猕猴桃71
03:17.4,1,-218.925,145.969,425.134,716,680,VALID_DATA,猕猴桃71
03:26.8,1,-236.869,185.456,481.762,721,685,VALID_DATA,猕猴桃72
03:29.8,1,-208.894,173.944,446.339,711,675,VALID_DATA,猕猴桃72
03:37.7,1,-253.2,260.137,387.563,726,690,VALID_DATA,猕猴桃73
03:41.0,1,-265.969,247.012,305.827,716,680,VALID_DATA,猕猴桃73
03:49.6,1,-329.194,51.844,347.421,721,685,VALID_DATA,猕猴桃74
03:52.7,1,-318.469,43.35,294.817,711,675,VALID_DATA,猕猴桃74
04:15.2,1,-264.769,33.487,130.105,721,685,VALID_DATA,猕猴桃75
04:19.1,1,-229.406,24.113,97.829,711,675,VALID_DATA,猕猴桃75
04:37.7,1,-34.388,44.006,40.474,731,695,VALID_DATA,猕猴桃76
04:41.1,1,6.506,19.669,53.694,721,685,VALID_DATA,猕猴桃76
05:04.4,1,-177.056,213.281,196.928,726,690,VALID_DATA,猕猴桃77
05:08.1,1,-159.281,206.588,165.952,716,680,VALID_DATA,猕猴桃77
05:13.7,1,-88.294,214.369,239.126,721,685,VALID_DATA,猕猴桃78
05:17.1,1,-66.263,203.738,215.773,711,675,VALID_DATA,猕猴桃78
05:25.2,1,-269.887,258.431,419.144,731,695,VALID_DATA,猕猴桃79
05:28.3,1,-270.506,246.938,369.655,721,685,VALID_DATA,猕猴桃79
05:36.6,1,-360.281,105.525,278.451,726,690,VALID_DATA,猕猴桃80
05:39.7,1,-339.225,100.331,244.541,716,680,VALID_DATA,猕猴桃80
05:49.7,1,-319.087,146.475,317.02,721,685,VALID_DATA,猕猴桃81
05:53.3,1,-299.587,139.744,287.95,711,675,VALID_DATA,猕猴桃81
06:20.9,1,-270.863,149.062,313.057,731,695,VALID_DATA,猕猴桃82
06:24.5,1,-250.219,156.394,286.014,721,685,VALID_DATA,猕猴桃82
10:27.7,1,-156.431,181.988,275.759,726,690,VALID_DATA,猕猴桃83
10:31.4,1,-131.381,141.469,237.493,716,680,VALID_DATA,猕猴桃83
10:39.3,1,-236.512,161.981,307.128,731,695,VALID_DATA,猕猴桃84
10:42.3,1,-211.725,134.231,259.848,721,685,VALID_DATA,猕猴桃84
10:49.9,1,-312.919,223.2,538.722,726,690,VALID_DATA,猕猴桃85
10:52.9,1,-309.019,230.325,504.661,716,680,VALID_DATA,猕猴桃85
11:00.8,1,-293.494,228.469,794.244,721,685,VALID_DATA,猕猴桃86
11:03.8,1,-307.406,217.725,794.516,711,675,VALID_DATA,猕猴桃86
11:13.2,1,-167.175,23.081,59.744,711,675,VALID_DATA,猕猴桃87
11:16.6,1,-155.438,13.594,49.156,701,665,VALID_DATA,猕猴桃87
11:25.2,1,-196.463,76.031,86.727,716,680,VALID_DATA,猕猴桃88
11:28.5,1,-178.031,63.169,78.166,706,670,VALID_DATA,猕猴桃88
11:38.2,1,-11.7,17.212,55.993,701,665,VALID_DATA,猕猴桃89
11:41.1,1,2.381,18.525,54.843,691,655,VALID_DATA,猕猴桃89
12:04.3,1,-80.513,174.581,159.054,711,675,VALID_DATA,猕猴桃90
12:05.6,1,-70.05,175.294,195.082,711,675,VALID_DATA,猕猴桃90
12:09.2,1,-69.375,173.325,191.603,701,665,VALID_DATA,猕猴桃90
12:18.1,1,-242.812,183.787,174.422,736,700,VALID_DATA,猕猴桃91
12:21.8,1,-205.95,139.819,102.547,726,690,VALID_DATA,猕猴桃91
12:31.1,1,-247.969,137.269,204.55,711,675,VALID_DATA,猕猴桃92
12:34.1,1,-218.213,29.738,116.341,701,665,VALID_DATA,猕猴桃92
12:44.2,1,-317.869,316.087,481.429,731,695,VALID_DATA,猕猴桃93
12:47.5,1,-295.256,279.188,391.979,721,685,VALID_DATA,猕猴桃93
12:56.5,1,-308.587,115.838,162.564,726,690,VALID_DATA,猕猴桃94
12:59.7,1,-294.431,100.875,124.63,716,680,VALID_DATA,猕猴桃94
13:11.7,1,-229.744,238.331,373.587,721,685,VALID_DATA,猕猴桃95
13:14.8,1,-215.981,216.881,331.207,711,675,VALID_DATA,猕猴桃95
13:24.5,1,-400.875,198.619,419.295,711,675,VALID_DATA,猕猴桃96
13:30.0,1,-406.05,180.581,410.009,701,665,VALID_DATA,猕猴桃96
13:39.0,1,-385.781,141.562,398.029,726,690,VALID_DATA,猕猴桃97
13:42.3,1,-372.056,125.513,350.839,716,680,VALID_DATA,猕猴桃97
13:50.5,1,-371.812,143.475,337.772,726,690,VALID_DATA,猕猴桃98
13:53.8,1,-360.431,129.338,301.199,716,680,VALID_DATA,猕猴桃98
14:02.2,1,-401.119,98.606,461.948,726,690,VALID_DATA,猕猴桃98
14:05.8,1,-384.375,-56.006,315.78,716,680,VALID_DATA,猕猴桃98
14:13.4,1,-206.231,192.319,342.309,726,690,VALID_DATA,猕猴桃99
14:16.4,1,-188.137,175.988,287.496,716,680,VALID_DATA,猕猴桃99
14:24.3,1,-333.038,150.975,429.157,726,690,VALID_DATA,猕猴桃100
14:27.0,1,-334.669,141.637,363.151,716,680,VALID_DATA,猕猴桃100
14:34.3,1,-249.113,190.275,365.904,726,690,VALID_DATA,猕猴桃101
14:38.2,1,-240.469,186.45,323.221,716,680,VALID_DATA,猕猴桃101
14:47.6,1,-288.975,12.131,280.569,726,690,VALID_DATA,猕猴桃102
14:50.8,1,-283.819,3.675,246.174,716,680,VALID_DATA,猕猴桃102
09:17.5,1,156.369,15.25,-992.765,637,613,VALID_DATA,基准值
12:49.8,1,12.694,-411.319,56.87,617,593,VALID_DATA,蓝莓1
12:56.2,1,111.45,-294.15,251.74,607,583,VALID_DATA,蓝莓1
