Timestamp,Data1,Data2,Data3,,0,-991,0
36:10.9,86.7375,-25.5187,-890.3481,,,,
36:10.9,86.775,-25.3687,-890.7415,,,,
36:11.0,86.8875,-25.3875,-890.802,,,,
36:11.0,86.8313,-25.4438,-890.7415,,,,
36:11.0,86.7,-25.3313,-890.681,,,,
36:11.0,86.8125,-25.3312,-890.5903,,,,
36:11.1,86.7188,-25.1813,-890.8928,,,,
36:11.1,86.7562,-25.3125,-891.0743,,,,
36:11.1,86.6813,-25.275,-891.0743,,,,
36:11.1,86.6813,-25.4438,-890.7717,,,,
36:11.2,86.5875,-25.5187,-890.7415,,,,
36:11.2,86.625,-25.425,-890.7717,,,,
36:11.2,86.6813,-25.4813,-890.6507,,,,
36:11.2,86.6625,-25.4813,-890.681,,,,
36:11.3,86.7,-25.575,-890.5902,,,,
36:11.3,86.7188,-25.5375,-890.6204,,,,
36:11.3,86.7562,-25.5,-890.6205,,,,
36:11.3,86.8125,-25.3312,-890.802,,,,
36:11.4,86.8688,-25.2938,-890.7718,,,,
36:11.4,86.775,-25.35,-890.7112,,,,
36:11.4,86.7938,-25.2563,-890.8322,,,,
36:11.4,86.7563,-25.2188,-890.8928,,,,
36:11.5,86.775,-25.1812,-890.923,,,,
36:11.5,86.6438,-25.1437,-890.7415,,,,
36:11.5,86.5313,-25.1438,-890.5903,,,,
36:11.6,86.55,-25.1813,-890.4088,,,,
36:11.6,86.5312,-25.1437,-890.4088,,,,
36:11.6,86.6813,-25.2,-890.4088,,,,
36:11.6,86.625,-25.1437,-890.2877,,,,
36:11.7,86.5875,-24.9375,-889.0173,,,,
36:11.7,86.6438,-24.6,-887.051,,,,
36:11.7,86.6625,-24.3375,-884.7822,,,,
36:11.8,86.85,-24.0188,-882.574,,,,
36:11.8,86.7938,-23.5688,-880.0936,,,,
36:11.8,86.7938,-23.175,-877.4012,,,,
36:11.9,86.8125,-22.725,-874.7695,,,,
36:11.9,86.9813,-22.3875,-871.7445,,,,
36:11.9,87.0375,-22.2375,-869.5363,,,,
36:11.9,87.1313,-21.9937,-867.3281,,,,
36:11.9,87.3,-21.6188,-865.1198,,,,
36:12.0,87.3188,-21.1313,-862.2762,,,,
36:12.0,87.4125,-20.7188,-858.9789,,,,
36:12.0,87.525,-20.2125,-855.0162,,,,
36:12.1,87.6188,-19.725,-850.6602,,,,
36:12.1,87.6375,-19.2563,-846.637,,,,
36:12.1,87.8062,-18.6938,-843.0373,,,,
36:12.1,87.8438,-18.45,-840.0728,,,,
36:12.2,87.8813,-18.225,-837.32,,,,
36:12.2,87.9,-18.1125,-835.3537,,,,
36:12.2,88.05,-18,-834.3252,,,,
36:12.2,88.0875,-17.9625,-833.8412,,,,
36:12.3,88.05,-17.9625,-833.7505,,,,
36:12.3,88.1438,-17.9062,-833.569,,,,
36:12.3,88.1063,-17.9062,-833.1758,,,,
36:12.3,88.2,-17.6625,-832.5405,,,,
36:12.4,88.275,-17.4188,-831.512,,,,
36:12.4,88.4812,-17.2125,-830.06,,,,
36:12.4,88.425,-17.0625,-828.2147,,,,
36:12.4,88.425,-16.8375,-826.4301,,,,
36:12.5,88.575,-16.5563,-824.5242,,,,
36:12.5,88.575,-16.425,-822.7395,,,,
36:12.5,88.5375,-16.1437,-821.1967,,,,
36:12.5,88.4813,-16.05,-819.775,,,,
36:12.6,88.4625,-16.1063,-818.8977,,,,
36:12.6,88.3313,-16.1063,-818.2927,,,,
36:12.6,88.3125,-16.05,-817.9298,,,,
36:12.6,88.4625,-16.0125,-817.8693,,,,
36:12.7,88.425,-16.0688,-817.7784,,,,
36:12.7,88.4437,-16.05,-817.9298,,,,
36:12.7,88.4437,-16.1625,-817.8693,,,,
36:12.7,88.4812,-16.1812,-817.9902,,,,
36:12.8,88.5188,-16.1625,-818.081,,,,
36:12.8,88.5188,-16.1063,-818.444,,,,
36:12.8,88.5563,-16.1625,-818.7162,,,,
36:12.9,88.3688,-16.1813,-818.5952,,,,
36:12.9,88.4062,-16.2188,-818.8675,,,,
36:12.9,88.4437,-16.3313,-818.8675,,,,
36:12.9,88.5938,-16.4625,-818.9583,,,,
36:13.0,88.6313,-16.5188,-818.9885,,,,
36:13.0,88.6313,-16.5,-819.1396,,,,
36:13.1,88.725,-16.4438,-818.9582,,,,
36:13.1,88.7813,-16.4438,-818.7162,,,,
36:13.1,88.95,-16.3125,-818.444,,,,
36:13.1,88.9313,-16.2,-817.7482,,,,
36:13.1,88.9688,-16.0125,-816.871,,,,
36:13.2,88.95,-15.7875,-815.6307,,,,
36:13.2,89.0438,-15.5438,-814.2393,,,,
36:13.2,89.0063,-15.4125,-812.9385,,,,
36:13.2,89.0813,-15.4125,-811.547,,,,
36:13.3,89.1188,-15.4125,-810.3672,,,,
36:13.3,89.0812,-15.4313,-809.2479,,,,
36:13.3,89.025,-15.3,-808.4918,,,,
36:13.3,89.0063,-15.3,-807.9473,,,,
36:13.4,89.0438,-15.1688,-807.7657,,,,
36:13.4,89.0063,-15.1313,-807.7657,,,,
36:13.4,89.0813,-14.9813,-807.4632,,,,
36:13.4,88.9875,-14.9625,-807.1002,,,,
36:13.5,88.95,-14.7375,-806.4348,,,,
36:13.5,89.0438,-14.7188,-805.86,,,,
36:13.5,89.1563,-14.6813,-805.1037,,,,
36:13.5,89.25,-14.6062,-804.4988,,,,
36:13.6,89.1563,-14.7563,-803.7123,,,,
36:13.6,89.2125,-14.8125,-803.2283,,,,
36:13.6,89.2125,-14.9438,-802.8047,,,,
36:13.6,89.3063,-14.8313,-802.6232,,,,
36:13.7,89.3625,-14.85,-802.835,,,,
36:13.7,89.325,-14.85,-803.1072,,,,
36:13.7,89.325,-14.9062,-803.2585,,,,
36:13.7,89.2875,-14.8688,-803.4703,,,,
36:13.8,89.3438,-14.7938,-803.7728,,,,
36:13.8,89.25,-14.8313,-803.6517,,,,
36:13.8,89.3063,-14.7375,-803.561,,,,
36:13.9,89.2313,-14.8875,-803.7122,,,,
36:13.9,89.25,-15,-803.4098,,,,
36:13.9,89.2125,-14.9812,-803.2281,,,,
36:13.9,89.1562,-14.8875,-803.0165,,,,
36:14.0,89.0813,-14.8313,-802.5627,,,,
36:14.0,89.1375,-14.775,-802.1695,,,,
36:14.0,89.1563,-14.7,-801.867,,,,
36:14.0,89.1375,-14.6813,-801.625,,,,
36:14.1,89.0812,-14.4563,-801.02,,,,
36:14.1,89.0813,-14.3438,-800.5662,,,,
36:14.1,89.1,-14.2688,-800.0217,,,,
36:14.2,89.175,-14.2125,-799.447,,,,
36:14.2,89.2125,-14.1938,-798.7209,,,,
36:14.2,89.2688,-14.1563,-798.237,,,,
36:14.2,89.2875,-13.9875,-797.8135,,,,
36:14.3,89.3625,-13.9875,-797.39,,,,
36:14.3,89.3625,-13.9688,-797.0875,,,,
36:14.3,89.1938,-13.9125,-796.8455,,,,
36:14.3,89.1,-13.95,-796.6641,,,,
36:14.4,89.175,-13.8938,-796.5732,,,,
36:14.4,89.2688,-13.9688,-796.6035,,,,
36:14.4,89.2688,-13.8375,-796.301,,,,
36:14.4,89.325,-13.8375,-795.7263,,,,
36:14.5,89.325,-13.7812,-794.7885,,,,
36:14.5,89.4375,-13.725,-793.881,,,,
36:14.5,89.7375,-13.575,-792.7617,,,,
36:14.6,89.8688,-13.425,-791.582,,,,
36:14.6,89.7563,-13.35,-790.6442,,,,
36:14.6,89.7,-13.1625,-789.7367,,,,
36:14.6,89.7188,-13.275,-789.0107,,,,
36:14.7,89.6813,-13.3125,-788.5569,,,,
36:14.7,89.6813,-13.275,-788.4662,,,,
36:14.7,89.7188,-13.2938,-788.3452,,,,
36:14.7,89.6063,-13.3875,-788.5267,,,,
36:14.8,89.7,-13.3875,-788.7083,,,,
36:14.8,89.8688,-13.425,-788.8292,,,,
36:14.8,89.925,-13.3313,-788.9805,,,,
36:14.8,89.8125,-13.2563,-788.8595,,,,
36:14.9,89.8875,-13.2375,-788.4662,,,,
36:14.9,89.8688,-13.2375,-788.1033,,,,
36:14.9,89.8125,-13.05,-787.8612,,,,
36:14.9,89.9625,-12.975,-787.4982,,,,
36:15.0,89.8125,-12.9187,-787.105,,,,
36:15.0,89.7188,-12.8438,-786.5605,,,,
36:15.0,89.6813,-12.9,-785.895,,,,
36:15.1,89.85,-12.7688,-785.5623,,,,
36:15.1,89.7563,-12.7688,-785.3505,,,,
36:15.1,89.6625,-12.6938,-785.1387,,,,
36:15.1,89.6813,-12.7313,-784.6547,,,,
36:15.2,89.475,-12.6562,-784.0195,,,,
36:15.2,89.6063,-12.6,-783.475,,,,
36:15.2,89.7562,-12.6187,-783.112,,,,
36:15.2,89.85,-12.525,-782.7188,,,,
36:15.3,89.7562,-12.5625,-782.2953,,,,
36:15.3,89.85,-12.4125,-782.0835,,,,
36:15.3,89.9812,-12.3562,-781.7507,,,,
36:15.3,89.9438,-12.3938,-781.66,,,,
36:15.4,89.9813,-12.3563,-781.781,,,,
36:15.4,89.925,-12.3188,-781.902,,,,
36:15.5,89.8875,-12.4125,-781.781,,,,
36:15.5,89.7938,-12.5625,-781.9928,,,,
36:15.5,89.85,-12.525,-782.1138,,,,
36:15.5,89.8875,-12.5813,-782.265,,,,
36:15.5,89.9062,-12.6188,-782.144,,,,
36:15.6,89.9062,-12.5813,-781.8718,,,,
36:15.6,89.9813,-12.5625,-781.5389,,,,
36:15.6,89.9625,-12.675,-781.1155,,,,
36:15.6,89.9625,-12.6562,-780.8735,,,,
36:15.7,89.925,-12.5625,-780.4197,,,,
36:15.7,89.925,-12.675,-779.9962,,,,
36:15.7,89.925,-12.675,-779.6332,,,,
36:15.7,89.9625,-12.675,-779.361,,,,
36:15.8,90.0563,-12.675,-779.2703,,,,
36:15.8,90.075,-12.675,-779.0887,,,,
36:15.8,90.1687,-12.675,-778.9677,,,,
36:15.8,90.1125,-12.6563,-778.6047,,,,
36:15.9,90.225,-12.5625,-778.2115,,,,
36:15.9,90.3,-12.375,-777.6671,,,,
36:15.9,90.3375,-12.225,-776.82,,,,
36:15.9,90.3375,-12.1875,-776.1242,,,,
36:16.0,90.3938,-12.15,-775.1562,,,,
36:16.0,90.4688,-12.075,-774.2185,,,,
36:16.0,90.6,-11.925,-773.2505,,,,
36:16.1,90.7125,-11.7375,-772.6152,,,,
36:16.1,90.7688,-11.6813,-772.1614,,,,
36:16.1,90.7125,-11.6813,-772.0103,,,,
36:16.1,90.75,-11.8313,-771.7078,,,,
36:16.2,90.7688,-11.7563,-771.4657,,,,
36:16.2,90.7313,-11.775,-771.617,,,,
36:16.2,90.6562,-11.7938,-771.7078,,,,
36:16.2,90.5438,-11.8313,-771.98,,,,
36:16.3,90.45,-11.9438,-772.0405,,,,
36:16.3,90.4313,-12.0563,-772.101,,,,
36:16.3,90.4688,-12.1313,-772.0103,,,,
36:16.3,90.3562,-12.075,-772.222,,,,
36:16.4,90.3187,-12.1875,-772.3127,,,,
36:16.4,90.3188,-12.3188,-772.2825,,,,
36:16.4,90.225,-12.3563,-772.3127,,,,
36:16.5,90.2438,-12.2062,-772.343,,,,
36:16.5,90.2438,-12.1688,-772.2523,,,,
36:16.5,90.2438,-12.1313,-772.0103,,,,
36:16.5,90.2063,-12,-771.6775,,,,
36:16.6,90.3,-11.925,-771.1935,,,,
36:16.6,90.3,-11.7938,-770.9515,,,,
36:16.6,90.3375,-11.6063,-770.4977,,,,
36:16.6,90.4125,-11.5313,-770.1045,,,,
36:16.7,90.45,-11.6625,-769.56,,,,
36:16.7,90.5063,-11.5875,-769.2878,,,,
36:16.7,90.5813,-11.55,-769.0156,,,,
36:16.7,90.6375,-11.6063,-768.8037,,,,
36:16.8,90.5438,-11.6438,-768.7734,,,,
36:16.8,90.5625,-11.6813,-768.6827,,,,
36:16.8,90.525,-11.7938,-768.3803,,,,
36:16.9,90.5438,-11.775,-768.229,,,,
36:16.9,90.5062,-11.7,-767.8358,,,,
36:16.9,90.5812,-11.775,-767.5635,,,,
36:16.9,90.4313,-11.6813,-767.382,,,,
36:17.0,90.4313,-11.6438,-767.0795,,,,
36:17.0,90.525,-11.775,-766.7166,,,,
36:17.0,90.4875,-11.8688,-766.6258,,,,
36:17.0,90.5062,-11.8688,-766.656,,,,
36:17.1,90.6187,-11.85,-766.6863,,,,
36:17.1,90.6937,-11.8875,-766.9283,,,,
36:17.1,90.6375,-11.8875,-766.8073,,,,
36:17.1,90.7875,-11.8688,-766.6257,,,,
36:17.2,90.8438,-11.925,-766.5955,,,,
36:17.2,90.8625,-11.8125,-766.535,,,,
36:17.2,90.9187,-11.5313,-765.9905,,,,
36:17.2,90.9375,-11.325,-765.6578,,,,
36:17.3,90.975,-11.3813,-765.2645,,,,
36:17.3,91.0688,-11.3812,-764.478,,,,
36:17.3,91.05,-11.1938,-763.9335,,,,
36:17.4,91.125,-11.1562,-763.2075,,,,
36:17.4,91.1813,-11.0062,-762.5723,,,,
36:17.4,91.1625,-10.9125,-761.9672,,,,
36:17.4,91.275,-10.9688,-761.6042,,,,
36:17.5,91.3875,-11.0813,-761.3925,,,,
36:17.5,91.275,-11.0437,-760.9992,,,,
36:17.5,91.1438,-10.9875,-761.1807,,,,
36:17.5,91.3125,-11.1188,-761.2715,,,,
36:17.6,91.1625,-11.2688,-761.5438,,,,
36:17.6,91.05,-11.2688,-761.816,,,,
36:17.6,91.0875,-11.2875,-761.9672,,,,
36:17.6,91.0312,-11.3625,-762.1185,,,,
36:17.7,90.8063,-11.3063,-762.2092,,,,
36:17.7,90.8438,-11.325,-762.4814,,,,
36:17.7,90.9563,-11.3438,-762.4512,,,,
36:17.7,90.8438,-11.2688,-762.5723,,,,
36:17.8,90.9,-11.175,-762.542,,,,
36:17.8,90.9375,-11.1938,-762.542,,,,
36:17.8,90.9563,-11.1938,-762.784,,,,
36:17.9,90.9938,-11.1,-762.8445,,,,
36:17.9,91.0687,-11.0625,-762.8445,,,,
36:17.9,91.0688,-11.1188,-762.8748,,,,
36:17.9,90.9375,-11.1187,-763.1168,,,,
36:18.0,90.9938,-11.25,-763.2377,,,,
36:18.0,90.9938,-11.325,-763.51,,,,
36:18.0,91.0125,-11.3813,-763.51,,,,
36:18.1,90.9563,-11.4,-763.3285,,,,
36:18.1,90.9,-11.4563,-763.3285,,,,
36:18.1,90.9188,-11.55,-763.4495,,,,
36:18.1,90.8625,-11.5688,-763.2983,,,,
36:18.2,90.7688,-11.5875,-763.1772,,,,
36:18.2,90.6937,-11.5125,-762.905,,,,
36:18.2,90.7125,-11.4563,-762.6932,,,,
36:18.2,90.75,-11.5312,-762.6025,,,,
36:18.3,90.8438,-11.5313,-762.6025,,,,
36:18.3,90.8063,-11.5312,-762.5722,,,,
36:18.3,90.9563,-11.5125,-762.3605,,,,
36:18.3,91.0125,-11.5125,-762.3605,,,,
36:18.4,91.2,-11.475,-762.179,,,,
36:18.4,91.1437,-11.4563,-762.1184,,,,
36:18.4,91.2563,-11.3813,-762.0277,,,,
36:18.4,91.275,-11.2125,-762.0277,,,,
36:18.5,91.1438,-11.2313,-761.9975,,,,
36:18.5,91.2938,-11.3063,-761.8765,,,,
36:18.5,91.2938,-11.3438,-761.9974,,,,
36:18.5,91.3125,-11.2688,-762.1488,,,,
36:18.6,91.2,-11.4375,-762.2698,,,,
36:18.6,91.2188,-11.3063,-762.4209,,,,
36:18.6,91.0875,-11.4,-762.5722,,,,
36:18.7,91.125,-11.5313,-762.6025,,,,
36:18.7,91.1438,-11.5875,-762.6932,,,,
36:18.7,90.9563,-11.55,-762.8444,,,,
36:18.7,90.8063,-11.6813,-762.8142,,,,
36:18.8,90.8063,-11.6812,-762.7235,,,,
36:18.8,90.825,-11.55,-762.7538,,,,
36:18.8,90.6937,-11.7375,-762.663,,,,
36:18.8,90.6563,-11.775,-762.784,,,,
36:18.9,90.5437,-11.8125,-762.6933,,,,
36:18.9,90.6188,-11.7375,-762.6933,,,,
36:18.9,90.6938,-11.7563,-762.8143,,,,
36:18.9,90.7688,-11.6813,-762.7538,,,,
36:19.0,90.6188,-11.8313,-762.7235,,,,
36:19.0,90.5813,-11.9062,-762.663,,,,
36:19.0,90.6938,-11.925,-762.7235,,,,
36:19.1,90.7125,-11.8688,-762.7235,,,,
36:19.1,90.7313,-11.8313,-762.7538,,,,
36:19.1,90.6563,-11.9063,-762.6025,,,,
36:19.2,90.675,-12,-762.3604,,,,
36:19.2,90.6563,-11.85,-762.3,,,,
36:19.2,90.8438,-11.625,-762.1487,,,,
36:19.2,90.9,-11.5875,-762.0882,,,,
36:19.2,90.8812,-11.5125,-761.937,,,,
36:19.3,90.9,-11.5125,-761.6647,,,,
36:19.3,90.9375,-11.475,-761.574,,,,
36:19.3,90.9375,-11.4375,-761.5437,,,,
36:19.3,90.8438,-11.4,-761.453,,,,
36:19.4,90.7688,-11.5312,-761.5135,,,,
36:19.4,90.7125,-11.625,-761.4228,,,,
36:19.4,90.7875,-11.6438,-761.5135,,,,
36:19.4,90.8438,-11.6438,-761.3925,,,,
36:19.5,90.7875,-11.6625,-761.3622,,,,
36:19.5,90.75,-11.7,-761.2412,,,,
36:19.5,90.75,-11.7188,-761.2109,,,,
36:19.6,90.825,-11.6625,-761.2714,,,,
36:19.6,90.975,-11.5312,-760.9993,,,,
36:19.6,91.1063,-11.5875,-760.9387,,,,
36:19.6,90.9938,-11.6625,-760.7875,,,,
36:19.7,90.975,-11.6813,-760.8783,,,,
36:19.7,91.05,-11.7563,-760.848,,,,
36:19.7,90.9938,-11.6438,-760.9387,,,,
36:19.7,91.05,-11.6438,-760.7572,,,,
36:19.8,91.0875,-11.5688,-760.5455,,,,
36:19.8,91.125,-11.7188,-760.5152,,,,
36:19.8,90.9938,-11.625,-760.6362,,,,
36:19.8,91.0687,-11.5313,-760.4849,,,,
36:19.9,91.125,-11.5125,-760.4244,,,,
36:19.9,91.0875,-11.4563,-760.364,,,,
36:19.9,91.125,-11.6438,-760.364,,,,
36:20.0,91.1063,-11.5688,-760.5757,,,,
36:20.0,91.05,-11.6438,-760.6362,,,,
36:20.0,90.975,-11.6063,-760.7875,,,,
36:20.0,91.0125,-11.6625,-760.7875,,,,
36:20.1,90.9188,-11.6438,-760.7875,,,,
36:20.1,90.9188,-11.6625,-760.7874,,,,
36:20.1,90.975,-11.625,-760.7269,,,,
36:20.1,90.8438,-11.6438,-760.606,,,,
36:20.2,90.8625,-11.775,-760.4547,,,,
36:20.2,90.9,-11.7375,-760.485,,,,
36:20.2,90.825,-11.7188,-760.5153,,,,
36:20.2,90.7313,-11.7375,-760.3943,,,,
36:20.3,90.7688,-11.775,-760.4548,,,,
36:20.3,90.8063,-11.7375,-760.4245,,,,
36:20.3,90.75,-11.7375,-760.5455,,,,
36:20.4,90.8812,-11.5688,-760.606,,,,
36:20.4,90.9188,-11.4562,-760.6967,,,,
36:20.4,90.8063,-11.5312,-760.6363,,,,
36:20.4,90.9,-11.55,-760.3942,,,,
36:20.5,90.9563,-11.55,-760.4245,,,,
36:20.5,91.0312,-11.5125,-760.1522,,,,
36:20.5,90.9188,-11.5875,-760.0312,,,,
36:20.5,90.9188,-11.6812,-759.8497,,,,
36:20.6,90.9187,-11.7563,-759.5775,,,,
36:20.6,90.8813,-11.6812,-759.4868,,,,
36:20.6,90.9375,-11.6062,-759.4565,,,,
36:20.6,90.9375,-11.4938,-759.4868,,,,
36:20.7,90.9937,-11.5688,-759.4263,,,,
36:20.7,91.0312,-11.5875,-759.6683,,,,
36:20.7,91.0875,-11.4937,-759.8195,,,,
36:20.7,91.2,-11.4,-759.7893,,,,
36:20.8,91.2375,-11.3438,-759.8498,,,,
36:20.8,91.35,-11.4563,-759.759,,,,
36:20.8,91.4625,-11.4375,-759.7287,,,,
36:20.8,91.4625,-11.55,-759.8497,,,,
36:20.9,91.4813,-11.4188,-759.6682,,,,
36:20.9,91.4063,-11.3625,-759.5472,,,,
36:20.9,91.3688,-11.3813,-759.396,,,,
36:21.0,91.2375,-11.4375,-759.3658,,,,
36:21.0,91.275,-11.4563,-759.275,,,,
36:21.0,91.275,-11.5312,-758.9725,,,,
36:21.0,91.275,-11.4937,-758.5793,,,,
36:21.1,91.2562,-11.3438,-757.944,,,,
36:21.1,91.1438,-11.2688,-757.46,,,,
36:21.1,91.1625,-11.2687,-756.9457,,,,
36:21.1,91.2375,-11.325,-756.6735,,,,
36:21.2,91.425,-11.325,-756.3408,,,,
36:21.2,91.35,-11.25,-756.129,,,,
36:21.2,91.2563,-11.0625,-756.0685,,,,
36:21.2,91.1813,-11.1188,-756.0988,,,,
36:21.3,91.1625,-11.25,-756.2802,,,,
36:21.3,91.1437,-11.3062,-756.4618,,,,
36:21.3,91.1062,-11.25,-756.4618,,,,
36:21.4,91.0875,-11.1,-756.4921,,,,
36:21.4,90.9375,-10.9125,-756.5828,,,,
36:21.4,91.05,-11.0063,-756.8248,,,,
36:21.5,91.05,-11.1187,-756.976,,,,
36:21.5,91.1438,-11.2313,-757.0062,,,,
36:21.5,91.2,-11.2125,-757.0668,,,,
36:21.5,91.3125,-11.2688,-757.1877,,,,
36:21.6,91.4063,-11.3063,-757.2784,,,,
36:21.6,91.4437,-11.5312,-757.1272,,,,
36:21.6,91.5188,-11.7,-757.1575,,,,
36:21.6,91.4813,-11.7375,-756.7946,,,,
36:21.7,91.425,-11.7188,-756.7945,,,,
36:21.7,91.3688,-11.5875,-756.8248,,,,
36:21.7,91.3125,-11.5312,-756.5827,,,,
36:21.7,91.2375,-11.5875,-756.613,,,,
36:21.8,91.2563,-11.6438,-756.855,,,,
36:21.8,91.2375,-11.5875,-757.0365,,,,
36:21.8,91.2,-11.4938,-757.0668,,,,
36:21.8,91.2562,-11.4375,-757.2786,,,,
36:21.9,91.2938,-11.475,-757.218,,,,
36:21.9,91.1813,-11.5125,-757.2785,,,,
36:21.9,91.125,-11.625,-757.4298,,,,
36:21.9,91.2375,-11.5688,-757.5508,,,,
36:22.0,91.125,-11.5313,-757.4601,,,,
36:22.0,91.1438,-11.5125,-757.5205,,,,
36:22.0,91.2,-11.625,-757.46,,,,
36:22.0,91.0687,-11.6438,-757.3995,,,,
36:22.1,91.1063,-11.5125,-757.4297,,,,
36:22.1,91.2375,-11.5312,-757.4902,,,,
36:22.1,91.425,-11.475,-757.702,,,,
36:22.2,91.3875,-11.475,-757.5811,,,,
36:22.2,91.3313,-11.4187,-757.6717,,,,
36:22.2,91.2938,-11.3438,-757.7625,,,,
36:22.2,91.2188,-11.3813,-757.8532,,,,
36:22.3,91.2563,-11.4563,-758.0045,,,,
36:22.3,91.2,-11.4938,-758.0347,,,,
36:22.3,91.1813,-11.5313,-757.823,,,,
36:22.3,91.0875,-11.5312,-757.7322,,,,
36:22.4,91.0688,-11.5312,-757.7927,,,,
36:22.4,91.0875,-11.6062,-757.7927,,,,
36:22.4,91.1438,-11.7,-757.6112,,,,
36:22.4,91.05,-11.5875,-757.5508,,,,
36:22.5,91.0313,-11.6625,-757.3996,,,,
36:22.5,91.05,-11.6625,-757.5508,,,,
36:22.5,90.9563,-11.625,-757.702,,,,
36:22.5,90.9,-11.6437,-757.7322,,,,
36:22.6,90.8625,-11.5875,-757.8835,,,,
36:22.6,90.975,-11.6062,-757.8835,,,,
36:22.7,90.9,-11.625,-757.9742,,,,
36:22.7,90.9937,-11.775,-757.8835,,,,
36:22.7,91.0875,-11.625,-757.9743,,,,
36:22.7,91.1625,-11.7563,-758.0347,,,,
36:22.7,91.2375,-11.6438,-758.0952,,,,
36:22.8,91.2,-11.5875,-758.2767,,,,
36:22.8,91.2562,-11.625,-758.2162,,,,
36:22.8,91.2188,-11.625,-758.2162,,,,
36:22.8,91.2938,-11.55,-758.2767,,,,
36:22.9,91.4063,-11.4375,-758.3675,,,,
36:22.9,91.275,-11.3813,-758.4583,,,,
36:22.9,91.275,-11.3438,-758.4583,,,,
36:22.9,91.2562,-11.4,-758.4279,,,,
36:23.0,91.3688,-11.4375,-758.2767,,,,
36:23.0,91.4438,-11.4563,-758.2767,,,,
36:23.0,91.4063,-11.4938,-758.5187,,,,
36:23.0,91.3875,-11.5875,-758.3978,,,,
36:23.1,91.3313,-11.7,-758.549,,,,
36:23.1,91.4625,-11.8687,-758.7305,,,,
36:23.1,91.35,-11.775,-758.5187,,,,
36:23.2,91.3875,-11.85,-758.5793,,,,
36:23.2,91.3125,-11.925,-758.549,,,,
36:23.2,91.125,-11.9062,-758.4885,,,,
36:23.2,91.2,-11.925,-758.307,,,,
36:23.3,91.2188,-11.8313,-758.4583,,,,
36:23.3,91.1625,-11.7188,-758.4885,,,,
36:23.3,91.05,-11.6625,-758.2767,,,,
36:23.3,91.1438,-11.8688,-758.2767,,,,
36:23.4,91.1438,-11.85,-758.307,,,,
36:23.4,91.1813,-11.775,-758.3675,,,,
36:23.4,91.2563,-11.8125,-758.549,,,,
36:23.5,91.2,-11.8875,-758.5187,,,,
36:23.5,91.2,-11.9812,-758.4885,,,,
36:23.5,91.2375,-12.0375,-758.549,,,,
36:23.5,91.35,-12,-758.7003,,,,
36:23.6,91.3688,-11.8875,-758.7607,,,,
36:23.6,91.275,-12,-758.791,,,,
36:23.6,91.275,-12.075,-758.8818,,,,
36:23.6,91.2188,-12.0938,-758.8515,,,,
36:23.7,91.2375,-12.0938,-759.0632,,,,
36:23.7,91.1063,-12.0375,-759.154,,,,
36:23.7,91.1438,-12.0563,-759.0935,,,,
36:23.8,91.0875,-12.1312,-759.1843,,,,
36:23.8,90.975,-12.075,-759.2447,,,,
36:23.8,90.9563,-12.0375,-759.2144,,,,
36:23.8,90.975,-12.0188,-759.2145,,,,
36:23.9,90.975,-12.0375,-759.1237,,,,
36:23.9,90.9375,-11.925,-759.154,,,,
36:23.9,90.975,-11.9438,-759.0935,,,,
36:23.9,90.8438,-11.9438,-759.0027,,,,
36:24.0,90.8625,-11.9062,-758.8212,,,,
36:24.0,90.9,-11.8875,-758.8818,,,,
36:24.0,91.0312,-11.8688,-758.9725,,,,
36:24.0,90.975,-11.8125,-758.8516,,,,
36:24.1,91.0125,-11.9062,-758.8515,,,,
36:24.1,90.9,-11.9437,-758.912,,,,
36:24.1,90.8438,-11.8875,-758.8818,,,,
36:24.1,90.9375,-11.925,-759.0027,,,,
36:24.2,90.8438,-11.9438,-759.0632,,,,
36:24.2,90.9,-11.9813,-759.0632,,,,
36:24.2,90.8438,-12,-759.0936,,,,
36:24.2,91.0312,-12.1125,-759.275,,,,
36:24.3,91.0687,-11.9813,-759.3354,,,,
36:24.3,91.1625,-11.8688,-759.3959,,,,
36:24.3,91.275,-11.8875,-759.4564,,,,
36:24.4,91.2,-11.85,-759.4565,,,,
36:24.4,91.2375,-11.85,-759.5775,,,,
36:24.4,91.2,-11.9437,-759.6683,,,,
36:24.4,91.2563,-11.8312,-759.759,,,,
36:24.5,91.0875,-11.775,-759.7892,,,,
36:24.5,91.0688,-11.7937,-759.8799,,,,
36:24.5,91.05,-11.8688,-759.6077,,,,
36:24.5,91.0125,-12,-759.5472,,,,
36:24.6,90.9563,-12.0188,-759.7288,,,,
36:24.6,91.0125,-11.9062,-759.7892,,,,
36:24.6,90.9563,-11.7563,-759.7893,,,,
36:24.6,90.975,-11.8687,-759.759,,,,
36:24.7,90.9188,-11.925,-759.8801,,,,
36:24.7,90.9563,-11.8875,-760.001,,,,
36:24.7,90.9937,-11.9438,-760.0615,,,,
36:24.7,91.0312,-11.9438,-760.243,,,,
36:24.8,91.125,-11.925,-760.1522,,,,
36:24.8,91.0312,-12.0563,-760.0312,,,,
36:24.8,91.1812,-12.1312,-759.9406,,,,
36:24.9,91.1625,-12.1125,-760.001,,,,
36:24.9,91.1438,-12.0375,-759.8497,,,,
36:24.9,91.0875,-12.1313,-759.88,,,,
36:25.0,91.125,-12.2437,-760.0312,,,,
36:25.0,91.0687,-12.1875,-759.9405,,,,
